"CO_GRUPO","NT_GER","estado_civil","regiao","sexo","hestudos","cor_pele","renda_familiar","turno"
2001,39.7,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Preta","De 1,5 a 3 SM","Matutino"
2001,38,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","Até 1,5 SM","Matutino"
2001,64.5,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Branca","De 1,5 a 3 SM","Matutino"
2001,64.5,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 1,5 a 3 SM","Matutino"
2001,49,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 4,5 a 6 SM","Matutino"
2001,28,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Até 1,5 SM","Matutino"
2001,NA,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Matutino"
2001,54.6,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Branca","Até 1,5 SM","Matutino"
2001,29.4,"Casado(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 6 a 10 SM","Matutino"
2001,60.2,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","Até 1,5 SM","Matutino"
2001,33.7,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Preta","De 1,5 a 3 SM","Matutino"
2001,36.7,"Casado(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 1,5 a 3 SM","Matutino"
2001,55.3,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Branca","De 1,5 a 3 SM","Matutino"
2001,57.9,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","Até 1,5 SM","Matutino"
2001,42.4,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","Até 1,5 SM","Matutino"
2001,58.7,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","De 3 a 4,5 SM","Matutino"
2001,28.7,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 1,5 a 3 SM","Matutino"
2001,39.2,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Até 1,5 SM","Matutino"
2001,50.9,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 1,5 a 3 SM","Matutino"
2001,54.5,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 4,5 a 6 SM","Matutino"
2001,50.5,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Branca","De 3 a 4,5 SM","Matutino"
2001,36.8,"Separado(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","Até 1,5 SM","Matutino"
2001,35.1,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Preta","Até 1,5 SM","Matutino"
2001,47.9,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","De 1,5 a 3 SM","Matutino"
2001,32.4,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Preta","Até 1,5 SM","Matutino"
2001,37.7,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Até 1,5 SM","Matutino"
2001,47.2,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Preta","Até 1,5 SM","Matutino"
2001,NA,"Outro","Centro-Oeste","Feminino","De uma a três","Parda","Até 1,5 SM","Matutino"
2001,48.4,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Preta","De 3 a 4,5 SM","Matutino"
2001,54,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","De 3 a 4,5 SM","Matutino"
2001,NA,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 1,5 a 3 SM","Matutino"
2001,56.5,"Casado(a)","Centro-Oeste","Feminino","Nenhuma, apenas assisto as aulas","Preta","De 3 a 4,5 SM","Matutino"
2001,50.3,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Branca","Até 1,5 SM","Matutino"
2001,50.9,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Parda","Até 1,5 SM","Matutino"
3002,39.3,"Casado(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 1,5 a 3 SM","Noturno"
3002,42.1,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","Até 1,5 SM","Noturno"
3002,43.5,"Casado(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 1,5 a 3 SM","Noturno"
3002,27.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","Até 1,5 SM","Noturno"
3002,53.8,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Parda","de 10 a 30 SM","Noturno"
3002,75.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","Até 1,5 SM","Noturno"
3002,41.4,"Casado(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 1,5 a 3 SM","Noturno"
3002,41.4,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 1,5 a 3 SM","Noturno"
3002,33.5,"Separado(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 1,5 a 3 SM","Noturno"
3002,63.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","Até 1,5 SM","Noturno"
3002,63.1,"Outro","Centro-Oeste","Feminino","De quatro a sete","Parda","De 3 a 4,5 SM","Noturno"
3002,NA,"Outro","Centro-Oeste","Feminino","De uma a três","Nao Declarado","Até 1,5 SM","Noturno"
3002,NA,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Noturno"
3002,26.1,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Branca","De 1,5 a 3 SM","Noturno"
3002,44,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Até 1,5 SM","Noturno"
3002,51.2,"Casado(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 3 a 4,5 SM","Noturno"
3002,32.2,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Preta","Até 1,5 SM","Noturno"
3002,26.4,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Parda","Até 1,5 SM","Noturno"
3002,NA,"Solteiro(a)","Centro-Oeste","Feminino","Nenhuma, apenas assisto as aulas","Parda","Até 1,5 SM","Noturno"
3002,46.6,"Casado(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 1,5 a 3 SM","Noturno"
3002,47.3,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Amarela","De 1,5 a 3 SM","Noturno"
3002,37.8,"Casado(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Preta","Até 1,5 SM","Noturno"
3002,41.1,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 1,5 a 3 SM","Noturno"
3002,37.8,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Preta","Até 1,5 SM","Noturno"
3002,41,"Casado(a)","Centro-Oeste","Masculino","De uma a três","Branca","Até 1,5 SM","Noturno"
3002,37.3,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 1,5 a 3 SM","Noturno"
3002,35.2,"Casado(a)","Centro-Oeste","Masculino","De oito a doze","Parda","De 3 a 4,5 SM","Noturno"
3002,34.4,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","Até 1,5 SM","Noturno"
2402,29.7,"Separado(a)","Centro-Oeste","Feminino","De quatro a sete","Amarela","Até 1,5 SM","Matutino"
2402,45.5,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","Até 1,5 SM","Matutino"
2402,65.2,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Preta","De 1,5 a 3 SM","Matutino"
2402,55.2,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","Até 1,5 SM","Matutino"
2402,33.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","Até 1,5 SM","Matutino"
2402,68.8,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 1,5 a 3 SM","Matutino"
2402,38.6,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","Até 1,5 SM","Matutino"
2402,21.5,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","Até 1,5 SM","Matutino"
2402,39.6,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","De 1,5 a 3 SM","Matutino"
2402,22.6,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Parda","Até 1,5 SM","Matutino"
2402,41.6,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Preta","Até 1,5 SM","Matutino"
2402,47.8,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Preta","De 1,5 a 3 SM","Matutino"
702,18.9,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 3 a 4,5 SM","Integral"
702,31.6,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","de 6 a 10 SM","Integral"
702,35.3,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","De 1,5 a 3 SM","Integral"
702,32.9,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Nao Declarado","de 6 a 10 SM","Integral"
702,27.8,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 1,5 a 3 SM","Integral"
702,35.8,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Preta","De 3 a 4,5 SM","Integral"
702,38.4,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","De 3 a 4,5 SM","Integral"
702,71.8,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
702,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
702,36.6,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","Até 1,5 SM","Integral"
702,40.9,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 3 a 4,5 SM","Integral"
702,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
702,NA,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Integral"
702,28.2,"Casado(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 4,5 a 6 SM","Integral"
702,NA,"Casado(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 1,5 a 3 SM","Integral"
702,49.2,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","de 6 a 10 SM","Integral"
702,37.2,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 3 a 4,5 SM","Vespertino"
702,38.1,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Parda","De 3 a 4,5 SM","Vespertino"
702,50.6,"Outro","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Branca","Até 1,5 SM","Vespertino"
702,32.4,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","De 1,5 a 3 SM","Vespertino"
702,8.3,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 1,5 a 3 SM","Vespertino"
1402,12.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","De 1,5 a 3 SM","Matutino"
1402,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Matutino"
1402,25.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","Até 1,5 SM","Matutino"
1402,47.3,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Amarela","Até 1,5 SM","Matutino"
1602,55.3,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Nao Declarado","De 3 a 4,5 SM","Integral"
1602,56.7,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Branca","De 1,5 a 3 SM","Integral"
1602,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
1602,42.9,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
1602,NA,"Outro","Centro-Oeste","Feminino","De quatro a sete","Branca","De 1,5 a 3 SM","Integral"
1602,62.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 1,5 a 3 SM","Integral"
1602,45.9,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","Até 1,5 SM","Integral"
1602,36.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
1602,41.5,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
1602,34.3,"Casado(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Até 1,5 SM","Integral"
1602,61.3,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 6 a 10 SM","Integral"
1602,46.5,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Nao Declarado","Até 1,5 SM","Integral"
1602,57.5,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Branca","De 1,5 a 3 SM","Integral"
1602,60.2,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Preta","de 10 a 30 SM","Integral"
1602,53.3,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Até 1,5 SM","Integral"
1602,53.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
1602,53.3,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Branca","De 1,5 a 3 SM","Integral"
1602,52.8,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 4,5 a 6 SM","Integral"
1602,36.9,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","Até 1,5 SM","Integral"
1602,39.3,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
1602,31.5,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
1602,23,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Integral"
1602,36.5,"Casado(a)","Centro-Oeste","Feminino","De oito a doze","Preta","Até 1,5 SM","Integral"
1602,43.1,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Preta","de 6 a 10 SM","Integral"
1602,41.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","De 1,5 a 3 SM","Integral"
1602,70.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Nao Declarado","Até 1,5 SM","Integral"
1602,40.1,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Branca","Até 1,5 SM","Integral"
1602,26.9,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","Até 1,5 SM","Integral"
1602,60.2,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 1,5 a 3 SM","Integral"
1602,NA,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Amarela","De 1,5 a 3 SM","Integral"
1602,42.6,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","De 1,5 a 3 SM","Noturno"
1602,38.7,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Branca","Até 1,5 SM","Noturno"
1602,68.6,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Branca","de 6 a 10 SM","Noturno"
1602,47.3,"Outro","Centro-Oeste","Feminino","De uma a três","Parda","De 4,5 a 6 SM","Noturno"
1602,43.8,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Nao Declarado","De 1,5 a 3 SM","Noturno"
1602,NA,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Noturno"
1602,31.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","De 3 a 4,5 SM","Noturno"
702,NA,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","De 1,5 a 3 SM","Vespertino"
702,43.4,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","Até 1,5 SM","Vespertino"
702,31.7,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","Até 1,5 SM","Vespertino"
702,56.4,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","Até 1,5 SM","Noturno"
702,62.3,"Casado(a)","Centro-Oeste","Feminino","Mais de doze","Parda","De 3 a 4,5 SM","Vespertino"
702,31.5,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 1,5 a 3 SM","Vespertino"
702,62.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 4,5 a 6 SM","Vespertino"
702,NA,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Preta","De 1,5 a 3 SM","Vespertino"
702,46.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","Até 1,5 SM","Vespertino"
702,57.2,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 4,5 a 6 SM","Vespertino"
702,48.6,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 1,5 a 3 SM","Vespertino"
4004,58.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 6 a 10 SM","Integral"
4004,49.8,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 3 a 4,5 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,40.1,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 3 a 4,5 SM","Integral"
4004,53.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
4004,52.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 1,5 a 3 SM","Integral"
4004,22.4,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
4004,53.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
4004,44.4,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
4004,66,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 4,5 a 6 SM","Integral"
4004,36.5,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
4004,32.1,"Outro","Centro-Oeste","Masculino","De oito a doze","Branca","De 4,5 a 6 SM","Integral"
4004,23,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","de 6 a 10 SM","Integral"
4004,55.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 10 a 30 SM","Integral"
4004,35.5,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","De 4,5 a 6 SM","Integral"
4004,39.5,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 1,5 a 3 SM","Integral"
4004,68.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 4,5 a 6 SM","Integral"
4004,46.5,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 3 a 4,5 SM","Integral"
4004,39.1,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
4004,25.4,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
4004,36,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 3 a 4,5 SM","Integral"
4004,54.9,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
4004,61.9,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
21,53.6,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 4,5 a 6 SM","Integral"
21,56.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,42.8,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","De 3 a 4,5 SM","Integral"
21,52.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,72.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
21,77.9,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 3 a 4,5 SM","Integral"
21,75.8,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,67.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
21,82.8,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
21,74.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
21,65.9,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 6 a 10 SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
21,51.6,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Amarela","De 4,5 a 6 SM","Integral"
21,71.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,77.7,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 4,5 a 6 SM","Integral"
21,41.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,59.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,60.7,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
21,33.5,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 3 a 4,5 SM","Integral"
21,67.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,72.2,"Casado(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
21,57.5,"Casado(a)","Centro-Oeste","Feminino","De uma a três","Branca","De 3 a 4,5 SM","Integral"
21,73.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,48.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,62.3,"Outro","Centro-Oeste","Masculino","Mais de doze","Preta","De 3 a 4,5 SM","Integral"
21,80.6,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","De 1,5 a 3 SM","Integral"
21,71.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,68.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 3 a 4,5 SM","Integral"
21,49.7,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","De 3 a 4,5 SM","Integral"
21,56.4,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 4,5 a 6 SM","Integral"
21,74.4,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
21,61.9,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
21,64.5,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,53.8,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Preta","De 1,5 a 3 SM","Integral"
21,36.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 6 a 10 SM","Integral"
21,67.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
21,60.9,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
21,68.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Amarela","de 10 a 30 SM","Integral"
21,52.4,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","De 1,5 a 3 SM","Integral"
21,76,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 6 a 10 SM","Integral"
21,75.7,"Casado(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,28.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 3 a 4,5 SM","Integral"
21,65.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,61.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","Acima de 30SM","Integral"
4004,43.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
4004,50.6,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,62.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 10 a 30 SM","Integral"
4004,42.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
4004,51.5,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,79.9,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
4004,NA,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
4004,73.9,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 6 a 10 SM","Integral"
4004,51.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","De 4,5 a 6 SM","Integral"
4004,66.9,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","de 6 a 10 SM","Integral"
4004,74.6,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Branca","de 6 a 10 SM","Integral"
4004,60.3,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","de 10 a 30 SM","Integral"
4004,52.1,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
4004,17.8,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
4004,56.4,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
4004,39.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
4004,48.6,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Acima de 30SM","Integral"
4004,65.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 10 a 30 SM","Integral"
4004,54.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
4004,58.6,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","De 4,5 a 6 SM","Integral"
4004,61.5,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,60.6,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
4004,56.1,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
4004,56.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Nao Declarado","de 10 a 30 SM","Integral"
4004,46.6,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,55.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 1,5 a 3 SM","Integral"
4004,69.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
4004,59.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","Acima de 30SM","Integral"
